JobID|UID|JobName|ElapsedRaw|TimelimitRaw|TotalCPU|CPUTimeRAW|Planned|NNodes|NCPUS|MaxRSS|ReqMem
5697218|1483803099|FUSE3|80047|1440|21-10:10:30|2881692|00:19:48|1|36||36G
5697218.batch||batch|80047||21-10:10:30|2881692||1|36|32692928K|
5697218.extern||extern|80047||00:00:00|2881692||1|36||
5697219|1483803099|FUSE3|80122|1440|21-11:17:10|2884392|00:19:48|1|36||36G
5697219.batch||batch|80122||21-11:17:10|2884392||1|36|24388480K|
5697219.extern||extern|80122||00:00:00|2884392||1|36||
5697220|1483803099|FUSE3|77957|1440|20-07:25:12|2806452|00:19:48|1|36||36G
5697220.batch||batch|77957||20-07:25:12|2806452||1|36|35720M|
5697220.extern||extern|77957||00:00:00|2806452||1|36||
5697221|1483803099|FUSE3|80173|1440|21-22:18:56|2886228|00:19:48|1|36||36G
5697221.batch||batch|80173||21-22:18:56|2886228||1|36|35487680K|
5697221.extern||extern|80173||00:00:00|2886228||1|36||
5697254|1483803099|FUSE4|79852|1440|20-17:40:35|2874672|00:27:33|1|36||36G
5697254.batch||batch|79852||20-17:40:35|2874672||1|36|26577536K|
5697254.extern||extern|79852||00:00:00|2874672||1|36||
5697255|1483803099|FUSE4|79814|1440|20-21:53:28|2873304|00:27:33|1|36||36G
5697255.batch||batch|79814||20-21:53:28|2873304||1|36|22945600K|
5697255.extern||extern|79814||00:00:00|2873304||1|36||
5697257|1483803099|FUSE4|80045|1440|19-06:01:45|2881620|00:27:33|1|36||36G
5697257.batch||batch|80045||19-06:01:45|2881620||1|36|33984448K|
5697257.extern||extern|80045||00:00:00|2881620||1|36||
5697258|1483803099|FUSE4|80034|1440|19-20:35:42|2881224|00:27:33|1|36||36G
5697258.batch||batch|80034||19-20:35:42|2881224||1|36|29763328K|
5697258.extern||extern|80034||00:00:00|2881224||1|36||
5697259|1483803099|FUSE4|79852|1440|21-23:43:28|2874672|00:27:32|1|36||36G
5697259.batch||batch|79852||21-23:43:28|2874672||1|36|20743M|
5697259.extern||extern|79852||00:00:00|2874672||1|36||
5697260|1483803099|FUSE4|79924|1440|18-19:21:36|2877264|00:32:12|1|36||36G
5697260.batch||batch|79924||18-19:21:36|2877264||1|36|19725760K|
5697260.extern||extern|79924||00:00:00|2877264||1|36||
5697261|1483803099|FUSE4|79891|1440|20-15:09:19|2876076|00:32:12|1|36||36G
5697261.batch||batch|79891||20-15:09:19|2876076||1|36|26860160K|
5697261.extern||extern|79891||00:00:00|2876076||1|36||
5697262|1483803099|FUSE4|79848|1440|20-14:23:54|2874528|00:42:35|1|36||36G
5697262.batch||batch|79848||20-14:23:54|2874528||1|36|24485952K|
5697262.extern||extern|79848||00:00:00|2874528||1|36||
5697264|1483803099|FUSE4|79915|1440|19-23:46:30|2876940|01:04:23|1|36||36G
5697264.batch||batch|79915||19-23:46:30|2876940||1|36|27735M|
5697264.extern||extern|79915||00:00:00|2876940||1|36||
5697265|1483803099|FUSE4|79778|1440|20-23:04:08|2872008|01:08:31|1|36||36G
5697265.batch||batch|79778||20-23:04:08|2872008||1|36|21261440K|
5697265.extern||extern|79778||00:00:00|2872008||1|36||
5697266|1483803099|FUSE4|79903|1440|19-17:17:15|2876508|01:08:31|1|36||36G
5697266.batch||batch|79903||19-17:17:15|2876508||1|36|26138M|
5697266.extern||extern|79903||00:00:00|2876508||1|36||
5697267|1483803099|FUSE4|79938|1440|19-23:06:30|2877768|01:08:31|1|36||36G
5697267.batch||batch|79938||19-23:06:30|2877768||1|36|27352512K|
5697267.extern||extern|79939||00:00:00|2877804||1|36||
5697268|1483803099|FUSE4|80013|1440|20-12:34:23|2880468|01:08:31|1|36||36G
5697268.batch||batch|80013||20-12:34:23|2880468||1|36|26969856K|
5697268.extern||extern|80013||00:00:00|2880468||1|36||
5697269|1483803099|FUSE4|73070|1440|18-14:40:16|2630520|01:08:31|1|36||36G
5697269.batch||batch|73070||18-14:40:16|2630520||1|36|25707712K|
5697269.extern||extern|73070||00:00:00|2630520||1|36||
5697270|1483803099|FUSE4|79838|1440|20-16:08:33|2874168|01:08:31|1|36||36G
5697270.batch||batch|79838||20-16:08:33|2874168||1|36|23882176K|
5697270.extern||extern|79838||00:00:00|2874168||1|36||
5697271|1483803099|FUSE4|79780|1440|21-01:49:17|2872080|01:08:31|1|36||36G
5697271.batch||batch|79780||21-01:49:17|2872080||1|36|21733696K|
5697271.extern||extern|79780||00:00:00|2872080||1|36||
5697272|1483803099|FUSE4|79709|1440|20-15:19:34|2869524|01:08:31|1|36||36G
5697272.batch||batch|79709||20-15:19:34|2869524||1|36|20873984K|
5697272.extern||extern|79709||00:00:00|2869524||1|36||
5697273|1483803099|FUSE4|79992|1440|21-09:17:18|2879712|01:08:31|1|36||36G
5697273.batch||batch|79992||21-09:17:18|2879712||1|36|27527296K|
5697273.extern||extern|79992||00:00:00|2879712||1|36||
5697274|1483803099|FUSE5|79413|1440|19-16:42:56|2858868|01:08:13|1|36||36G
5697274.batch||batch|79413||19-16:42:56|2858868||1|36|7058752K|
5697274.extern||extern|79413||00:00:00|2858868||1|36||
5697275|1483803099|FUSE5|79382|1440|20-12:24:52|2857752|01:08:13|1|36||36G
5697275.batch||batch|79382||20-12:24:52|2857752||1|36|6708352K|
5697275.extern||extern|79382||00:00:00|2857752||1|36||
5697276|1483803099|FUSE5|79318|1440|13-22:50:36|2855448|01:08:13|1|36||36G
5697276.batch||batch|79318||13-22:50:36|2855448||1|36|11530M|
5697276.extern||extern|79318||00:00:00|2855448||1|36||
5697278|1483803099|FUSE5|79731|1440|17-04:04:26|2870316|01:08:13|1|36||36G
5697278.batch||batch|79731||17-04:04:26|2870316||1|36|21452992K|
5697278.extern||extern|79731||00:00:00|2870316||1|36||
5697280|1483803099|FUSE5|79458|1440|20-15:11:26|2860488|01:08:13|1|36||36G
5697280.batch||batch|79458||20-15:11:26|2860488||1|36|9621M|
5697280.extern||extern|79458||00:00:00|2860488||1|36||
5697281|1483803099|FUSE5|79468|1440|20-23:22:07|2860848|01:08:13|1|36||36G
5697281.batch||batch|79468||20-23:22:07|2860848||1|36|7389824K|
5697281.extern||extern|79468||00:00:00|2860848||1|36||
5697282|1483803099|FUSE5|79486|1440|21-04:53:43|2861496|01:08:13|1|36||36G
5697282.batch||batch|79486||21-04:53:43|2861496||1|36|12209280K|
5697282.extern||extern|79486||00:00:00|2861496||1|36||
5697283|1483803099|FUSE5|79529|1440|18-02:37:15|2863044|01:08:12|1|36||36G
5697283.batch||batch|79529||18-02:37:15|2863044||1|36|13115M|
5697283.extern||extern|79529||00:00:00|2863044||1|36||
5697284|1483803099|FUSE5|79558|1440|19-10:39:06|2864088|01:08:12|1|36||36G
5697284.batch||batch|79558||19-10:39:06|2864088||1|36|14542400K|
5697284.extern||extern|79558||00:00:00|2864088||1|36||
5697285|1483803099|FUSE5|79403|1440|20-04:11:27|2858508|01:08:12|1|36||36G
5697285.batch||batch|79403||20-04:11:27|2858508||1|36|10888512K|
5697285.extern||extern|79403||00:00:00|2858508||1|36||
5697286|1483803099|FUSE5|71796|1440|14-19:41:03|2584656|01:08:12|1|36||36G
5697286.batch||batch|71796||14-19:41:03|2584656||1|36|21312960K|
5697286.extern||extern|71796||00:00:00|2584656||1|36||
5697287|1483803099|FUSE5|79447|1440|20-08:44:05|2860092|01:08:12|1|36||36G
5697287.batch||batch|79447||20-08:44:05|2860092||1|36|8293440K|
5697287.extern||extern|79447||00:00:00|2860092||1|36||
5697288|1483803099|FUSE5|79647|1440|19-06:01:54|2867292|01:08:12|1|36||36G
5697288.batch||batch|79647||19-06:01:54|2867292||1|36|18460M|
5697288.extern||extern|79648||00:00:00|2867328||1|36||
5697289|1483803099|FUSE5|79493|1440|19-10:05:04|2861748|01:08:12|1|36||36G
5697289.batch||batch|79493||19-10:05:04|2861748||1|36|10500160K|
5697289.extern||extern|79493||00:00:00|2861748||1|36||
5697290|1483803099|FUSE5|79304|1440|20-10:24:34|2854944|01:08:12|1|36||36G
5697290.batch||batch|79304||20-10:24:34|2854944||1|36|8328768K|
5697290.extern||extern|79304||00:00:00|2854944||1|36||
5697291|1483803099|FUSE5|79425|1440|20-07:26:44|2859300|01:08:12|1|36||36G
5697291.batch||batch|79425||20-07:26:44|2859300||1|36|8520M|
5697291.extern||extern|79425||00:00:00|2859300||1|36||
5697292|1483803099|FUSE5|79520|1440|21-03:46:01|2862720|01:08:12|1|36||36G
5697292.batch||batch|79520||21-03:46:01|2862720||1|36|6599296K|
5697292.extern||extern|79520||00:00:00|2862720||1|36||
5697293|1483803099|FUSE5|79517|1440|19-16:56:31|2862612|01:08:12|1|36||36G
5697293.batch||batch|79517||19-16:56:31|2862612||1|36|7530880K|
5697293.extern||extern|79517||00:00:00|2862612||1|36||
5697294|1483803099|FUSE5|79591|1440|21-23:32:33|2865276|01:08:12|1|36||36G
5697294.batch||batch|79591||21-23:32:33|2865276||1|36|9544064K|
5697294.extern||extern|79591||00:00:00|2865276||1|36||
5697295|1483803099|FUSE5|79550|1440|19-15:02:22|2863800|01:08:12|1|36||36G
5697295.batch||batch|79550||19-15:02:22|2863800||1|36|11776704K|
5697295.extern||extern|79550||00:00:00|2863800||1|36||
5697296|1483803099|FUSE5|79427|1440|21-12:59:50|2859372|01:08:12|1|36||36G
5697296.batch||batch|79427||21-12:59:50|2859372||1|36|5394368K|
5697296.extern||extern|79427||00:00:00|2859372||1|36||
5697297|1483803099|FUSE5|79503|1440|18-04:21:29|2862108|01:08:12|1|36||36G
5697297.batch||batch|79503||18-04:21:29|2862108||1|36|11155904K|
5697297.extern||extern|79503||00:00:00|2862108||1|36||
5697298|1483803099|FUSE5|79311|1440|19-19:22:21|2855196|01:08:12|1|36||36G
5697298.batch||batch|79311||19-19:22:21|2855196||1|36|10031744K|
5697298.extern||extern|79311||00:00:00|2855196||1|36||
5697299|1483803099|FUSE5|79464|1440|20-01:57:26|2860704|01:08:12|1|36||36G
5697299.batch||batch|79464||20-01:57:26|2860704||1|36|9381568K|
5697299.extern||extern|79464||00:00:00|2860704||1|36||
5697300|1483803099|FUSE5|79529|1440|19-11:37:24|2863044|01:08:12|1|36||36G
5697300.batch||batch|79529||19-11:37:24|2863044||1|36|9172160K|
5697300.extern||extern|79529||00:00:00|2863044||1|36||
5697301|1483803099|FUSE5|79492|1440|20-10:41:37|2861712|01:08:12|1|36||36G
5697301.batch||batch|79492||20-10:41:37|2861712||1|36|10071680K|
5697301.extern||extern|79492||00:00:00|2861712||1|36||
5697302|1483803099|FUSE5|79378|1440|20-22:32:57|2857608|01:08:12|1|36||36G
5697302.batch||batch|79378||20-22:32:57|2857608||1|36|6228.50M|
5697302.extern||extern|79379||00:00:00|2857644||1|36||
5697303|1483803099|FUSE5|79589|1440|19-07:13:40|2865204|01:08:12|1|36||36G
5697303.batch||batch|79589||19-07:13:40|2865204||1|36|14968.50M|
5697303.extern||extern|79589||00:00:00|2865204||1|36||
5697304|1483803099|FUSE5|79502|1440|18-09:46:03|2862072|01:08:12|1|36||36G
5697304.batch||batch|79502||18-09:46:03|2862072||1|36|11588928K|
5697304.extern||extern|79502||00:00:00|2862072||1|36||
5697305|1483803099|FUSE5|79569|1440|18-17:14:09|2864484|01:08:12|1|36||36G
5697305.batch||batch|79569||18-17:14:09|2864484||1|36|15526528K|
5697305.extern||extern|79569||00:00:00|2864484||1|36||
5697306|1483803099|FUSE5|79569|1440|19-13:07:05|2864484|01:08:12|1|36||36G
5697306.batch||batch|79569||19-13:07:05|2864484||1|36|13538688K|
5697306.extern||extern|79569||00:00:00|2864484||1|36||
5697307|1483803099|FUSE5|79547|1440|21-07:55:31|2863692|01:08:12|1|36||36G
5697307.batch||batch|79547||21-07:55:31|2863692||1|36|9788864K|
5697307.extern||extern|79547||00:00:00|2863692||1|36||
5697309|1483803099|FUSE5|79551|1440|20-09:16:23|2863836|01:08:12|1|36||36G
5697309.batch||batch|79551||20-09:16:23|2863836||1|36|9157888K|
5697309.extern||extern|79551||00:00:00|2863836||1|36||
5697310|1483803099|FUSE5|79484|1440|20-14:02:02|2861424|01:08:12|1|36||36G
5697310.batch||batch|79484||20-14:02:02|2861424||1|36|9477248K|
5697310.extern||extern|79484||00:00:00|2861424||1|36||
5697312|1483803099|FUSE5|79285|1440|20-05:02:29|2854260|01:08:12|1|36||36G
5697312.batch||batch|79285||20-05:02:29|2854260||1|36|11429440K|
5697312.extern||extern|79285||00:00:00|2854260||1|36||
5697313|1483803099|FUSE5|79551|1440|19-12:39:27|2863836|01:08:12|1|36||36G
5697313.batch||batch|79551||19-12:39:27|2863836||1|36|14766.50M|
5697313.extern||extern|79551||00:00:00|2863836||1|36||
5697314|1483803099|FUSE5|79520|1440|17-06:19:39|2862720|01:08:12|1|36||36G
5697314.batch||batch|79520||17-06:19:39|2862720||1|36|11953M|
5697314.extern||extern|79520||00:00:00|2862720||1|36||
5697315|1483803099|FUSE5|79684|1440|20-04:27:14|2868624|01:08:12|1|36||36G
5697315.batch||batch|79684||20-04:27:14|2868624||1|36|11945856K|
5697315.extern||extern|79684||00:00:00|2868624||1|36||
5697316|1483803099|FUSE5|79781|1440|18-19:49:37|2872116|01:08:12|1|36||36G
5697316.batch||batch|79781||18-19:49:37|2872116||1|36|24917312K|
5697316.extern||extern|79781||00:00:00|2872116||1|36||
5697317|1483803099|FUSE5|79447|1440|19-15:55:24|2860092|01:08:12|1|36||36G
5697317.batch||batch|79447||19-15:55:24|2860092||1|36|9736128K|
5697317.extern||extern|79447||00:00:00|2860092||1|36||
5697318|1483803099|FUSE5|79490|1440|22-08:54:10|2861640|01:08:12|1|36||36G
5697318.batch||batch|79490||22-08:54:10|2861640||1|36|10349M|
5697318.extern||extern|79490||00:00:00|2861640||1|36||
5697319|1483803099|FUSE5|79471|1440|19-11:04:00|2860956|01:08:11|1|36||36G
5697319.batch||batch|79471||19-11:04:00|2860956||1|36|7607872K|
5697319.extern||extern|79471||00:00:00|2860956||1|36||
5697320|1483803099|FUSE5|79485|1440|17-23:03:15|2861460|01:08:11|1|36||36G
5697320.batch||batch|79485||17-23:03:15|2861460||1|36|9071232K|
5697320.extern||extern|79485||00:00:00|2861460||1|36||
5697321|1483803099|FUSE5|79569|1440|18-21:16:42|2864484|01:08:11|1|36||36G
5697321.batch||batch|79569||18-21:16:42|2864484||1|36|14428544K|
5697321.extern||extern|79569||00:00:00|2864484||1|36||
5697323|1483803099|FUSE5|79675|1440|18-05:19:35|2868300|01:08:11|1|36||36G
5697323.batch||batch|79675||18-05:19:35|2868300||1|36|20529728K|
5697323.extern||extern|79675||00:00:00|2868300||1|36||
5697324|1483803099|FUSE5|79366|1440|19-09:56:23|2857176|01:08:11|1|36||36G
5697324.batch||batch|79366||19-09:56:23|2857176||1|36|11585216K|
5697324.extern||extern|79366||00:00:00|2857176||1|36||
5697325|1483803099|FUSE5|79496|1440|20-00:13:37|2861856|01:08:11|1|36||36G
5697325.batch||batch|79496||20-00:13:37|2861856||1|36|9533504K|
5697325.extern||extern|79496||00:00:00|2861856||1|36||
5697326|1483803099|FUSE5|79559|1440|20-19:05:48|2864124|01:08:11|1|36||36G
5697326.batch||batch|79559||20-19:05:48|2864124||1|36|11773760K|
5697326.extern||extern|79559||00:00:00|2864124||1|36||
5697327|1483803099|FUSE5|79620|1440|18-04:52:54|2866320|01:08:11|1|36||36G
5697327.batch||batch|79620||18-04:52:54|2866320||1|36|17499968K|
5697327.extern||extern|79620||00:00:00|2866320||1|36||
5697328|1483803099|FUSE5|79517|1440|19-14:09:31|2862612|01:08:11|1|36||36G
5697328.batch||batch|79517||19-14:09:31|2862612||1|36|12948M|
5697328.extern||extern|79517||00:00:00|2862612||1|36||
5697329|1483803099|FUSE5|79461|1440|20-01:45:05|2860596|01:08:11|1|36||36G
5697329.batch||batch|79461||20-01:45:05|2860596||1|36|9714432K|
5697329.extern||extern|79461||00:00:00|2860596||1|36||
5697330|1483803099|FUSE5|79553|1440|19-14:56:36|2863908|01:08:11|1|36||36G
5697330.batch||batch|79553||19-14:56:36|2863908||1|36|12582848K|
5697330.extern||extern|79553||00:00:00|2863908||1|36||
5697331|1483803099|FUSE5|79595|1440|19-19:05:41|2865420|01:08:11|1|36||36G
5697331.batch||batch|79595||19-19:05:41|2865420||1|36|15261888K|
5697331.extern||extern|79596||00:00:00|2865456||1|36||
5697332|1483803099|FUSE5|79532|1440|18-03:19:01|2863152|01:08:11|1|36||36G
5697332.batch||batch|79532||18-03:19:01|2863152||1|36|13920128K|
5697332.extern||extern|79532||00:00:00|2863152||1|36||
5697333|1483803099|FUSE5|79281|1440|20-11:35:43|2854116|01:08:11|1|36||36G
5697333.batch||batch|79281||20-11:35:43|2854116||1|36|9091200K|
5697333.extern||extern|79281||00:00:00|2854116||1|36||
5697334|1483803099|FUSE5|79331|1440|20-22:58:22|2855916|01:08:11|1|36||36G
5697334.batch||batch|79331||20-22:58:22|2855916||1|36|19681M|
5697334.extern||extern|79331||00:00:00|2855916||1|36||
5697335|1483803099|FUSE5|79346|1440|19-13:58:46|2856456|01:08:11|1|36||36G
5697335.batch||batch|79346||19-13:58:46|2856456||1|36|9176704K|
5697335.extern||extern|79346||00:00:00|2856456||1|36||
5697336|1483803099|FUSE5|79543|1440|20-13:40:18|2863548|01:08:11|1|36||36G
5697336.batch||batch|79543||20-13:40:18|2863548||1|36|11847360K|
5697336.extern||extern|79543||00:00:00|2863548||1|36||
5697337|1483803099|FUSE5|79413|1440|20-21:46:10|2858868|01:08:11|1|36||36G
5697337.batch||batch|79413||20-21:46:10|2858868||1|36|6925696K|
5697337.extern||extern|79413||00:00:00|2858868||1|36||
5697338|1483803099|FUSE5|79328|1440|20-05:06:55|2855808|01:08:11|1|36||36G
5697338.batch||batch|79328||20-05:06:55|2855808||1|36|8622528K|
5697338.extern||extern|79328||00:00:00|2855808||1|36||
5697339|1483803099|FUSE5|79427|1440|20-04:52:01|2859372|01:08:11|1|36||36G
5697339.batch||batch|79427||20-04:52:01|2859372||1|36|8382528K|
5697339.extern||extern|79427||00:00:00|2859372||1|36||
5697340|1483803099|FUSE5|79564|1440|18-17:59:55|2864304|01:08:11|1|36||36G
5697340.batch||batch|79564||18-17:59:55|2864304||1|36|14911872K|
5697340.extern||extern|79565||00:00:00|2864340||1|36||
5697341|1483803099|FUSE5|79296|1440|20-11:01:42|2854656|01:08:11|1|36||36G
5697341.batch||batch|79296||20-11:01:42|2854656||1|36|12198080K|
5697341.extern||extern|79296||00:00:00|2854656||1|36||
5697342|1483803099|FUSE5|79426|1440|19-23:01:52|2859336|01:08:11|1|36||36G
5697342.batch||batch|79426||19-23:01:52|2859336||1|36|8511616K|
5697342.extern||extern|79426||00:00:00|2859336||1|36||
5697343|1483803099|FUSE5|79517|1440|20-23:15:01|2862612|01:08:11|1|36||36G
5697343.batch||batch|79517||20-23:15:01|2862612||1|36|7379712K|
5697343.extern||extern|79517||00:00:00|2862612||1|36||
5697344|1483803099|FUSE5|79557|1440|18-16:30:37|2864052|01:08:11|1|36||36G
5697344.batch||batch|79557||18-16:30:37|2864052||1|36|14759.50M|
5697344.extern||extern|79557||00:00:00|2864052||1|36||
5697346|1483803099|FUSE5|79456|1440|20-03:21:28|2860416|01:08:11|1|36||36G
5697346.batch||batch|79456||20-03:21:28|2860416||1|36|10347712K|
5697346.extern||extern|79456||00:00:00|2860416||1|36||
5697347|1483803099|FUSE5|79566|1440|18-09:25:28|2864376|01:08:11|1|36||36G
5697347.batch||batch|79566||18-09:25:28|2864376||1|36|15332288K|
5697347.extern||extern|79566||00:00:00|2864376||1|36||
5697348|1483803099|FUSE5|79633|1440|16-14:22:02|2866788|01:08:11|1|36||36G
5697348.batch||batch|79633||16-14:22:02|2866788||1|36|18049088K|
5697348.extern||extern|79633||00:00:00|2866788||1|36||
5697349|1483803099|FUSE5|79577|1440|18-08:03:55|2864772|01:08:11|1|36||36G
5697349.batch||batch|79577||18-08:03:55|2864772||1|36|15291M|
5697349.extern||extern|79577||00:00:00|2864772||1|36||
5697351|1483803099|FUSE5|79555|1440|18-21:14:36|2863980|01:08:11|1|36||36G
5697351.batch||batch|79555||18-21:14:36|2863980||1|36|14274112K|
5697351.extern||extern|79555||00:00:00|2863980||1|36||
5697352|1483803099|FUSE5|79266|1440|19-00:09:43|2853576|01:08:11|1|36||36G
5697352.batch||batch|79266||19-00:09:43|2853576||1|36|11686208K|
5697352.extern||extern|79266||00:00:00|2853576||1|36||
5697353|1483803099|FUSE5|79590|1440|19-09:12:04|2865240|01:08:11|1|36||36G
5697353.batch||batch|79590||19-09:12:04|2865240||1|36|16755264K|
5697353.extern||extern|79590||00:00:00|2865240||1|36||
5697354|1483803099|FUSE5|79551|1440|18-06:58:17|2863836|01:08:10|1|36||36G
5697354.batch||batch|79551||18-06:58:17|2863836||1|36|14048576K|
5697354.extern||extern|79551||00:00:00|2863836||1|36||
5697355|1483803099|FUSE5|79554|1440|19-05:52:06|2863944|01:08:10|1|36||36G
5697355.batch||batch|79554||19-05:52:06|2863944||1|36|12793536K|
5697355.extern||extern|79554||00:00:00|2863944||1|36||
5697356|1483803099|FUSE5|79508|1440|16-19:27:40|2862288|01:08:10|1|36||36G
5697356.batch||batch|79508||16-19:27:40|2862288||1|36|12030656K|
5697356.extern||extern|79508||00:00:00|2862288||1|36||
5697357|1483803099|FUSE5|79564|1440|21-11:14:34|2864304|01:08:10|1|36||36G
5697357.batch||batch|79564||21-11:14:34|2864304||1|36|11519168K|
5697357.extern||extern|79565||00:00:00|2864340||1|36||
5697358|1483803099|FUSE5|79436|1440|18-16:43:08|2859696|01:08:10|1|36||36G
5697358.batch||batch|79436||18-16:43:08|2859696||1|36|10214656K|
5697358.extern||extern|79436||00:00:00|2859696||1|36||
5697359|1483803099|FUSE5|79589|1440|20-17:14:40|2865204|01:08:10|1|36||36G
5697359.batch||batch|79589||20-17:14:40|2865204||1|36|12397376K|
5697359.extern||extern|79589||00:00:00|2865204||1|36||
5697360|1483803099|FUSE5|79728|1440|19-13:17:11|2870208|01:08:10|1|36||36G
5697360.batch||batch|79728||19-13:17:11|2870208||1|36|12428544K|
5697360.extern||extern|79728||00:00:00|2870208||1|36||
5697361|1483803099|FUSE5|79375|1440|20-17:13:57|2857500|01:08:10|1|36||36G
5697361.batch||batch|79375||20-17:13:57|2857500||1|36|8320640K|
5697361.extern||extern|79375||00:00:00|2857500||1|36||
5697363|1483803099|FUSE5|79529|1440|19-20:10:07|2863044|01:08:10|1|36||36G
5697363.batch||batch|79529||19-20:10:07|2863044||1|36|11191168K|
5697363.extern||extern|79529||00:00:00|2863044||1|36||
5697364|1483803099|FUSE5|79383|1440|17-06:16:13|2857788|01:08:10|1|36||36G
5697364.batch||batch|79383||17-06:16:13|2857788||1|36|21839232K|
5697364.extern||extern|79383||00:00:00|2857788||1|36||
5697367|1483803099|FUSE5|79517|1440|19-06:17:22|2862612|01:08:10|1|36||36G
5697367.batch||batch|79517||19-06:17:22|2862612||1|36|13174208K|
5697367.extern||extern|79517||00:00:00|2862612||1|36||
5697368|1483803099|FUSE5|79559|1440|20-06:07:19|2864124|01:08:10|1|36||36G
5697368.batch||batch|79559||20-06:07:19|2864124||1|36|14815488K|
5697368.extern||extern|79559||00:00:00|2864124||1|36||
5697369|1483803099|FUSE5|79588|1440|18-14:04:26|2865168|01:08:10|1|36||36G
5697369.batch||batch|79588||18-14:04:26|2865168||1|36|16017856K|
5697369.extern||extern|79588||00:00:00|2865168||1|36||
5697370|1483803099|FUSE5|79467|1440|19-16:02:07|2860812|01:08:10|1|36||36G
5697370.batch||batch|79467||19-16:02:07|2860812||1|36|11133696K|
5697370.extern||extern|79467||00:00:00|2860812||1|36||
5697372|1483803099|FUSE5|70958|1440|16-20:44:39|2554488|01:08:10|1|36||36G
5697372.batch||batch|70958||16-20:44:39|2554488||1|36|19321600K|
5697372.extern||extern|70958||00:00:00|2554488||1|36||
5697373|1483803099|FUSE5|79319|1440|18-12:38:03|2855484|01:08:10|1|36||36G
5697373.batch||batch|79319||18-12:38:03|2855484||1|36|30041M|
5697373.extern||extern|79319||00:00:00|2855484||1|36||
5697374|1483803099|FUSE5|79434|1440|19-20:23:48|2859624|01:08:10|1|36||36G
5697374.batch||batch|79434||19-20:23:48|2859624||1|36|8789632K|
5697374.extern||extern|79434||00:00:00|2859624||1|36||
5697375|1483803099|FUSE5|79303|1440|20-18:37:19|2854908|01:08:10|1|36||36G
5697375.batch||batch|79303||20-18:37:19|2854908||1|36|7927680K|
5697375.extern||extern|79303||00:00:00|2854908||1|36||
5697377|1483803099|FUSE5|79589|1440|19-09:40:57|2865204|01:08:41|1|36||36G
5697377.batch||batch|79589||19-09:40:57|2865204||1|36|15632256K|
5697377.extern||extern|79589||00:00:00|2865204||1|36||
5697378|1483803099|FUSE5|79742|1440|18-07:46:11|2870712|01:08:41|1|36||36G
5697378.batch||batch|79742||18-07:46:11|2870712||1|36|23620992K|
5697378.extern||extern|79742||00:00:00|2870712||1|36||
5697379|1483803099|FUSE5|79537|1440|20-06:12:10|2863332|01:08:41|1|36||36G
5697379.batch||batch|79537||20-06:12:10|2863332||1|36|12247296K|
5697379.extern||extern|79537||00:00:00|2863332||1|36||
5697380|1483803099|FUSE5|79657|1440|21-08:28:41|2867652|01:08:41|1|36||36G
5697380.batch||batch|79657||21-08:28:41|2867652||1|36|6112M|
5697380.extern||extern|79657||00:00:00|2867652||1|36||
5697381|1483803099|FUSE5|79468|1440|20-13:13:56|2860848|01:09:12|1|36||36G
5697381.batch||batch|79468||20-13:13:56|2860848||1|36|10215296K|
5697381.extern||extern|79468||00:00:00|2860848||1|36||
5697382|1483803099|FUSE5|79318|1440|19-11:12:29|2855448|01:09:12|1|36||36G
5697382.batch||batch|79318||19-11:12:29|2855448||1|36|13122816K|
5697382.extern||extern|79318||00:00:00|2855448||1|36||
5697383|1483803099|FUSE5|79622|1440|18-21:00:25|2866392|01:09:12|1|36||36G
5697383.batch||batch|79622||18-21:00:25|2866392||1|36|18751168K|
5697383.extern||extern|79622||00:00:00|2866392||1|36||
5697385|1483803099|FUSE5|79459|1440|20-16:44:08|2860524|01:09:12|1|36||36G
5697385.batch||batch|79459||20-16:44:08|2860524||1|36|9505600K|
5697385.extern||extern|79459||00:00:00|2860524||1|36||
5697386|1483803099|FUSE5|79400|1440|20-17:14:40|2858400|01:09:12|1|36||36G
5697386.batch||batch|79400||20-17:14:40|2858400||1|36|7656.50M|
5697386.extern||extern|79400||00:00:00|2858400||1|36||
5697388|1483803099|FUSE5|79266|1440|18-10:15:40|2853576|01:09:12|1|36||36G
5697388.batch||batch|79266||18-10:15:40|2853576||1|36|12203840K|
5697388.extern||extern|79266||00:00:00|2853576||1|36||
5697389|1483803099|FUSE5|79304|1440|18-12:21:09|2854944|01:09:12|1|36||36G
5697389.batch||batch|79304||18-12:21:09|2854944||1|36|16635648K|
5697389.extern||extern|79304||00:00:00|2854944||1|36||
5697390|1483803099|FUSE5|79443|1440|20-18:48:32|2859948|01:09:11|1|36||36G
5697390.batch||batch|79443||20-18:48:32|2859948||1|36|7169344K|
5697390.extern||extern|79443||00:00:00|2859948||1|36||
5697391|1483803099|FUSE5|79514|1440|19-11:50:01|2862504|01:09:11|1|36||36G
5697391.batch||batch|79514||19-11:50:01|2862504||1|36|13396672K|
5697391.extern||extern|79514||00:00:00|2862504||1|36||
5697392|1483803099|FUSE5|79625|1440|19-15:28:59|2866500|01:09:11|1|36||36G
5697392.batch||batch|79625||19-15:28:59|2866500||1|36|10050.50M|
5697392.extern||extern|79625||00:00:00|2866500||1|36||
5697393|1483803099|FUSE5|79365|1440|19-23:46:10|2857140|01:09:11|1|36||36G
5697393.batch||batch|79365||19-23:46:10|2857140||1|36|6909248K|
